1.0 C n79 M1
496.2000000000443 CONN n335 n264 down
496.30000000004435 CONN n334 n208 down
496.4000000000444 CONN n223 n152 down
497.10000000004453 CONN n16 n349 up
501.3000000000455 CONN n215 n120 down
501.3000000000455 CONN n172 n191 up
501.7000000000456 CONN n208 n335 down
502.6000000000458 CONN n335 n18 down
503.1000000000459 CONN n120 n378 up
503.9000000000461 CONN n223 n282 down
506.50000000004667 CONN n157 n223 down
506.6000000000467 CONN n354 n361 down
506.7000000000467 CONN n18 n264 down
506.7000000000467 CONN n120 n215 up
507.0000000000468 CONN n25 n282 up
509.8000000000474 CONN n264 n208 down
511.20000000004774 CONN n208 n25 up
512.0000000000479 CONN n338 n77 up
512.800000000048 CONN n215 n120 down
